sample_id,user_id,age,gender,user_tag,initial_need,date,time,hour,weekday,date_type,time_slot,place_type,activity_state,heart_rate_zone,heart_rate_bpm,heart_rate_trend,sleep_minutes_last_night,sleep_quality,recent_workout_minutes_24h,breathing_rate,steps_last_10min,weather,light_lux,light_class,noise_db,noise_class,bluetooth,network,calendar_title,calendar_start_time,calendar_location,calendar_note,app_event,dwell_time_sec,next_action,user_correction_from,user_correction_to,multiday_consistency,conflict_flag,conflict_reason,confusable_group,ground_truth,ground_truth_id,gt_confidence,context_text
s00429,user_04,32,女性,女性,情绪和身体舒缓,2026-05-17,20:38,20,周日,周末,晚上,酒店,静止,稍高,112,波动,436,差,26,17,66,晴,169,室内柔光,29,安静,家用音响,蜂窝数据,胎教,2026-05-17 20:38,酒店,胎教,孕期App打开,3362,发起导航,,,0.433,False,,人群专属,胎教,10,0.92,"周日 晚上 20:38，地点类型=酒店，运动状态=静止，心率=稍高(112bpm,波动)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，日历=胎教，后续事件=孕期App打开"
s00513,user_03,36,女性,女性,情绪和身体舒缓,2026-05-15,09:48,9,周五,工作日,上午,酒店,静止,稍高,86,波动,504,差,27,13,3,小雨,37,暗光,38,安静,家用音响,wifi,休息,2026-05-15 09:48,酒店,休息,健康App经期记录,3609,收藏,,,0.517,False,,人群专属,经期舒缓,12,0.92,"周五 上午 09:48，地点类型=酒店，运动状态=静止，心率=稍高(86bpm,波动)，天气=小雨，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=休息，后续事件=健康App经期记录"
s00253,user_15,21,男性,养宠物,陪伴和放松,2026-05-09,17:06,17,周六,周末,下午,图书馆,静止,静息,67,波动,461,差,35,16,79,晴,166,室内柔光,34,安静,耳机,wifi,读书会,2026-05-09 17:06,图书馆,读书会,电子书App打开,4564,收藏,,,0.842,False,,图书馆/专注/阅读,阅读,6,0.87,"周六 下午 17:06，地点类型=图书馆，运动状态=静止，心率=静息(67bpm,波动)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=读书会，后续事件=电子书App打开"
s00259,user_17,20,女性,学生,学习专注,2026-05-12,16:23,16,周二,工作日,下午,住宅区,静止,静息,74,稳定,547,差,22,10,32,阴,259,室内柔光,31,安静,家用音响,wifi,读书会,2026-05-12 16:23,住宅区,读书会,电子书App打开,3089,切歌,,,0.79,False,,图书馆/专注/阅读,阅读,6,0.92,"周二 下午 16:23，地点类型=住宅区，运动状态=静止，心率=静息(74bpm,稳定)，天气=阴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=读书会，后续事件=电子书App打开"
s00492,user_20,25,女性,女性,情绪和身体舒缓,2026-05-12,20:43,20,周二,工作日,晚上,住宅区,静止,波动,104,上升,469,差,30,10,17,晴,14,暗光,28,安静,家用音响,wifi,休息,2026-05-12 20:43,住宅区,休息,健康App经期记录,5059,切歌,,,0.321,False,,人群专属,经期舒缓,12,0.92,"周二 晚上 20:43，地点类型=住宅区，运动状态=静止，心率=波动(104bpm,上升)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=休息，后续事件=健康App经期记录"
s00391,user_18,33,男性,母婴用户,家庭睡眠照护,2026-05-06,13:10,13,周三,工作日,中午,住宅区,慢速,静息,64,稳定,547,一般,34,15,352,阴,330,室内柔光,33,安静,家用音响,wifi,哄睡,2026-05-06 13:10,住宅区,哄睡,白噪音App打开,4969,切歌,,,0.787,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,"周三 中午 13:10，地点类型=住宅区，运动状态=慢速，心率=静息(64bpm,稳定)，天气=阴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=哄睡，后续事件=白噪音App打开"
s00638,user_23,21,男性,养宠物,陪伴和放松,2026-04-30,19:00,19,周四,工作日,晚上,公园,静止,稍高,98,波动,229,一般,68,16,33,雾,871,明亮,35,安静,耳机,wifi,瑜伽课,2026-04-30 19:00,公园,瑜伽课,健身App瑜伽课程,1639,无,,,0.303,False,,瑜伽/冥想,瑜伽,15,0.92,"周四 晚上 19:00，地点类型=公园，运动状态=静止，心率=稍高(98bpm,波动)，天气=雾，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=瑜伽课，后续事件=健身App瑜伽课程"
s00508,user_14,29,女性,女性,情绪和身体舒缓,2026-05-22,21:06,21,周五,工作日,晚上,酒店,静止,稍高,112,稳定,293,差,24,10,6,晴,12,暗光,44,安静,耳机,蜂窝数据,休息,2026-05-22 21:06,酒店,休息,健康App经期记录,3946,切歌,,,0.775,False,,人群专属,经期舒缓,12,0.92,"周五 晚上 21:06，地点类型=酒店，运动状态=静止，心率=稍高(112bpm,稳定)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=休息，后续事件=健康App经期记录"
s00120,user_02,31,女性,养宠物,陪伴和放松,2026-05-06,18:34,18,周三,工作日,晚上,商场,高速,高,175,下降,290,差,79,11,1695,小雨,543,明亮,85,嘈杂,耳机,wifi,力量训练,2026-05-06 18:34,商场,力量训练,健身记录开始,3846,无,,,0.747,False,,健身/跑步,健身,2,0.92,"周三 晚上 18:34，地点类型=商场，运动状态=高速，心率=高(175bpm,下降)，天气=小雨，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，日历=力量训练，后续事件=健身记录开始"
s00191,user_03,23,女性,养宠物,陪伴和放松,2026-05-02,15:55,15,周六,周末,下午,酒店,静止,波动,74,波动,436,好,21,11,13,多云,82,室内柔光,31,安静,耳机,wifi,,,,,游戏App前台,2545,发起导航,,,0.813,True,弱冲突样本，用于鲁棒性评测,游戏,游戏,4,0.74,"周六 下午 15:55，地点类型=酒店，运动状态=静止，心率=波动(74bpm,波动)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=游戏App前台"
s00365,user_23,34,男性,母婴用户,家庭睡眠照护,2026-05-22,13:02,13,周五,工作日,中午,住宅区,慢速,稍高,88,稳定,519,一般,11,21,305,多云,40,暗光,44,安静,家用音响,wifi,哄睡,2026-05-22 13:02,住宅区,哄睡,白噪音App打开,7530,收藏,,,0.277,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,"周五 中午 13:02，地点类型=住宅区，运动状态=慢速，心率=稍高(88bpm,稳定)，天气=多云，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=哄睡，后续事件=白噪音App打开"
s00385,user_03,25,女性,母婴用户,家庭睡眠照护,2026-04-24,13:14,13,周五,工作日,中午,住宅区,慢速,稍高,83,下降,462,好,8,14,493,晴,179,室内柔光,41,安静,家用音响,蜂窝数据,哄睡,2026-04-24 13:14,住宅区,哄睡,白噪音App打开,3637,调低音量,,,0.687,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,"周五 中午 13:14，地点类型=住宅区，运动状态=慢速，心率=稍高(83bpm,下降)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，日历=哄睡，后续事件=白噪音App打开"
s00673,user_14,36,女性,女性,情绪和身体舒缓,2026-04-23,21:02,21,周四,工作日,晚上,酒店,静止,静息,68,波动,292,差,29,16,55,小雨,12,暗光,43,安静,耳机,wifi,,,,,健康App呼吸训练,2170,收藏,,,0.411,False,,瑜伽/冥想,冥想,16,0.92,"周四 晚上 21:02，地点类型=酒店，运动状态=静止，心率=静息(68bpm,波动)，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=健康App呼吸训练"
s00506,user_05,36,女性,女性,情绪和身体舒缓,2026-04-20,20:35,20,周一,工作日,晚上,酒店,静止,波动,118,上升,493,一般,1,20,53,晴,47,暗光,44,安静,耳机,wifi,经期提醒,2026-04-20 20:35,酒店,经期提醒,健康App经期记录,2264,调低音量,,,0.389,True,弱冲突样本，用于鲁棒性评测,人群专属,经期舒缓,12,0.74,"周一 晚上 20:35，地点类型=酒店，运动状态=静止，心率=波动(118bpm,上升)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=经期提醒，后续事件=健康App经期记录"
s00458,user_13,23,男性,养宠物,陪伴和放松,2026-05-18,08:36,8,周一,工作日,早晨,住宅区,慢速,稍高,99,下降,369,好,4,10,163,晴,264,室内柔光,32,安静,家用音响,wifi,,,,,音乐App主动播放,2557,切歌,,,0.384,False,,人群专属,宠物陪伴,11,0.92,"周一 早晨 08:36，地点类型=住宅区，运动状态=慢速，心率=稍高(99bpm,下降)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，后续事件=音乐App主动播放"
s00205,user_24,18,女性,学生,学习专注,2026-04-26,10:13,10,周日,周末,上午,酒店,静止,稍高,93,下降,403,一般,2,20,24,晴,632,明亮,53,普通,耳机,wifi,会议,2026-04-26 10:13,酒店,会议,办公App前台,2701,继续播放,,,0.942,False,,图书馆/专注/阅读,专注,5,0.92,"周日 上午 10:13，地点类型=酒店，运动状态=静止，心率=稍高(93bpm,下降)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=会议，后续事件=办公App前台"
s00304,user_23,31,女性,母婴用户,家庭睡眠照护,2026-05-13,01:55,1,周三,工作日,凌晨,住宅区,静止,静息,63,上升,229,好,33,18,45,多云,1,暗光,29,安静,耳机,wifi,,,,,睡眠记录开始,8252,调低音量,,,0.671,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,"周三 凌晨 01:55，地点类型=住宅区，运动状态=静止，心率=静息(63bpm,上升)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=睡眠记录开始"
s00648,user_08,40,女性,养宠物,陪伴和放松,2026-05-04,06:34,6,周一,工作日,早晨,公园,静止,静息,63,波动,430,差,6,21,66,多云,5,暗光,34,安静,耳机,蜂窝数据,冥想,2026-05-04 06:34,公园,冥想,健康App呼吸训练,1795,调低音量,,,0.26,False,,瑜伽/冥想,冥想,16,0.92,"周一 早晨 06:34，地点类型=公园，运动状态=静止，心率=静息(63bpm,波动)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=冥想，后续事件=健康App呼吸训练"
s00439,user_24,26,女性,女性,情绪和身体舒缓,2026-05-20,20:09,20,周三,工作日,晚上,公园,慢速,静息,62,下降,362,一般,3,17,288,小雨,294,室内柔光,48,普通,家用音响,wifi,胎教,2026-05-20 20:09,公园,胎教,孕期App打开,119,无,游戏,胎教,0.396,False,,人群专属,胎教,10,0.82,"周三 晚上 20:09，地点类型=公园，运动状态=慢速，心率=静息(62bpm,下降)，天气=小雨，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=wifi，日历=胎教，后续事件=孕期App打开"
s00495,user_19,29,女性,女性,情绪和身体舒缓,2026-05-06,09:57,9,周三,工作日,上午,酒店,静止,静息,75,波动,264,差,8,11,80,晴,10,暗光,42,安静,家用音响,wifi,经期提醒,2026-05-06 09:57,酒店,经期提醒,健康App经期记录,3965,切歌,,,0.609,False,,人群专属,经期舒缓,12,0.92,"周三 上午 09:57，地点类型=酒店，运动状态=静止，心率=静息(75bpm,波动)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=经期提醒，后续事件=健康App经期记录"
s00098,user_02,43,女性,任意,日常音乐推荐,2026-05-12,18:16,18,周二,工作日,晚上,写字楼,高速,稍高,92,下降,278,一般,52,22,1233,多云,526,明亮,72,嘈杂,耳机,wifi,力量训练,2026-05-12 18:16,写字楼,力量训练,健身记录开始,3451,无,,,0.476,False,,健身/跑步,健身,2,0.92,"周二 晚上 18:16，地点类型=写字楼，运动状态=高速，心率=稍高(92bpm,下降)，天气=多云，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，日历=力量训练，后续事件=健身记录开始"
s00090,user_17,18,男性,学生,学习专注,2026-05-07,08:25,8,周四,工作日,早晨,商场,高速,稍高,106,上升,502,好,43,19,1299,晴,770,明亮,77,嘈杂,耳机,蜂窝数据,力量训练,2026-05-07 08:25,商场,力量训练,健身记录开始,1479,发起导航,,,0.626,False,,健身/跑步,健身,2,0.92,"周四 早晨 08:25，地点类型=商场，运动状态=高速，心率=稍高(106bpm,上升)，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据，日历=力量训练，后续事件=健身记录开始"
s00584,user_17,39,男性,养宠物,陪伴和放松,2026-04-22,07:38,7,周三,工作日,早晨,公园,高速,高,158,波动,247,好,72,16,2272,多云,3609,强光,64,普通,耳机,蜂窝数据,跑步,2026-04-22 07:38,公园,跑步,运动记录开始,2673,调低音量,,,0.812,False,,健身/跑步,跑步,14,0.92,"周三 早晨 07:38，地点类型=公园，运动状态=高速，心率=高(158bpm,波动)，天气=多云，光线=强光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=跑步，后续事件=运动记录开始"
s00405,user_22,27,女性,女性,情绪和身体舒缓,2026-04-28,20:27,20,周二,工作日,晚上,酒店,静止,稍高,100,上升,239,一般,22,19,60,晴,735,明亮,53,普通,耳机,wifi,产检,2026-04-28 20:27,酒店,产检,孕期App打开,1199,调低音量,,,0.592,False,,人群专属,胎教,10,0.92,"周二 晚上 20:27，地点类型=酒店，运动状态=静止，心率=稍高(100bpm,上升)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=产检，后续事件=孕期App打开"
s00670,user_24,21,男性,学生,学习专注,2026-04-23,06:20,6,周四,工作日,早晨,酒店,静止,静息,65,上升,358,差,9,22,61,小雨,211,室内柔光,44,安静,家用音响,wifi,冥想,2026-04-23 06:20,酒店,冥想,健康App呼吸训练,1771,收藏,,,0.917,False,,瑜伽/冥想,冥想,16,0.92,"周四 早晨 06:20，地点类型=酒店，运动状态=静止，心率=静息(65bpm,上升)，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=冥想，后续事件=健康App呼吸训练"
s00521,user_17,26,女性,任意,日常音乐推荐,2026-05-23,13:42,13,周六,周末,中午,写字楼,静止,静息,56,上升,514,好,33,17,58,小雨,88,室内柔光,32,安静,家用音响,wifi,午休,2026-05-23 13:42,写字楼,午休,屏幕熄灭后持续播放,3719,无,,,0.255,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周六 中午 13:42，地点类型=写字楼，运动状态=静止，心率=静息(56bpm,上升)，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=午休，后续事件=屏幕熄灭后持续播放"
s00536,user_11,20,女性,学生,学习专注,2026-05-20,13:40,13,周三,工作日,中午,写字楼,静止,静息,63,下降,236,一般,22,15,74,多云,292,室内柔光,42,安静,耳机,wifi,,,,,闹钟设置,2636,无,,,0.464,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周三 中午 13:40，地点类型=写字楼，运动状态=静止，心率=静息(63bpm,下降)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=闹钟设置"
s00103,user_11,34,女性,女性,情绪和身体舒缓,2026-05-11,19:20,19,周一,工作日,晚上,商场,中速,稍高,94,下降,238,好,33,19,538,晴,853,明亮,76,嘈杂,耳机,wifi,健身课,2026-05-11 19:20,商场,健身课,健身记录开始,78,收藏,减压,健身,0.664,False,,健身/跑步,健身,2,0.82,"周一 晚上 19:20，地点类型=商场，运动状态=中速，心率=稍高(94bpm,下降)，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，日历=健身课，后续事件=健身记录开始"
s00233,user_17,27,男性,母婴用户,家庭睡眠照护,2026-05-24,14:48,14,周日,周末,下午,酒店,静止,稍高,79,上升,537,一般,35,15,45,小雨,324,室内柔光,48,普通,耳机,wifi,会议,2026-05-24 14:48,酒店,会议,番茄钟开始,44,继续播放,图书馆,专注,0.42,False,,图书馆/专注/阅读,专注,5,0.82,"周日 下午 14:48，地点类型=酒店，运动状态=静止，心率=稍高(79bpm,上升)，天气=小雨，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，日历=会议，后续事件=番茄钟开始"
s00640,user_05,32,女性,女性,情绪和身体舒缓,2026-05-23,07:36,7,周六,周末,早晨,公园,慢速,稍高,92,波动,354,一般,47,12,150,晴,364,明亮,31,安静,家用音响,蜂窝数据,瑜伽课,2026-05-23 07:36,公园,瑜伽课,健身App瑜伽课程,2906,调低音量,,,0.916,False,,瑜伽/冥想,瑜伽,15,0.92,"周六 早晨 07:36，地点类型=公园，运动状态=慢速，心率=稍高(92bpm,波动)，天气=晴，光线=明亮，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，日历=瑜伽课，后续事件=健身App瑜伽课程"
s00032,user_06,32,女性,母婴用户,家庭睡眠照护,2026-05-06,21:54,21,周三,工作日,晚上,公园,静止,静息,70,上升,314,一般,7,12,27,晴,268,室内柔光,52,普通,家用音响,蜂窝数据,无安排,2026-05-06 21:54,公园,无安排,音乐App主动播放,1172,继续播放,,,0.537,False,,放松/减压/深夜EMO,放松,0,0.92,"周三 晚上 21:54，地点类型=公园，运动状态=静止，心率=静息(70bpm,上升)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=蜂窝数据，日历=无安排，后续事件=音乐App主动播放"
s00182,user_02,35,女性,母婴用户,家庭睡眠照护,2026-05-24,23:46,23,周日,周末,深夜,住宅区,静止,稍高,100,稳定,559,一般,33,10,6,多云,11,暗光,37,安静,耳机,蜂窝数据,,,,,游戏App前台,1359,继续播放,,,0.345,True,弱冲突样本，用于鲁棒性评测,游戏,游戏,4,0.74,"周日 深夜 23:46，地点类型=住宅区，运动状态=静止，心率=稍高(100bpm,稳定)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，后续事件=游戏App前台"
s00266,user_24,23,男性,养宠物,陪伴和放松,2026-04-24,10:18,10,周五,工作日,上午,图书馆,静止,静息,56,稳定,532,差,18,20,1,多云,429,明亮,41,安静,耳机,wifi,读书会,2026-04-24 10:18,图书馆,读书会,浏览器长阅读,2071,发起导航,,,0.757,False,,图书馆/专注/阅读,阅读,6,0.87,"周五 上午 10:18，地点类型=图书馆，运动状态=静止，心率=静息(56bpm,稳定)，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=读书会，后续事件=浏览器长阅读"
